StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
ARM_Ring_C	Carnelian Ring	Considered a token of good fortune, this ring's stones are perfectly smooth.	Кольцо с сердоликом	Перстень с идеально гладкими камнями. Считается, что они приносят удачу.	Item_LOOT_GEN_Ring_C
ARM_Ring_C_Gold_A	Gold Ring 	Expertly formed and finished, this ring catches the attention of admirers and thieves alike.	Золотое кольцо	Это прекрасной работы кольцо привлекает внимание как ценителей, так и воров.	Item_LOOT_GEN_Ring_C_Gold_A
ARM_Ring_C_Silver_A	Ruby Ring	The setting around the ruby is chipped and scratched, as if somebody had tried to lever the gem free.	Кольцо с рубином	Металл вокруг камня покрыт царапинами, словно кто-то пытался выдрать его из оправы.	Item_LOOT_GEN_Ring_C_Silver_A
ARM_Ring_D	Bronze Ring	A purple gemstone set in bronze, this ring has been crafted by a steady and practised hand.	Бронзовое кольцо	Бронзовое кольцо с пурпурным камнем – явно работа опытного мастера.	Item_LOOT_GEN_Ring_D
ARM_Ring_D_Gold_A	Amethyst Ring	An unusual piece, this gold-studded amethyst caused a stir at the Wide plaza in Baldur's Gate.	Кольцо с аметистом	Необычная вещица. Это золотое кольцо с аметистом однажды вызвало переполох на рыночной площади Врат Балдура.	Item_LOOT_GEN_Ring_D_Gold_A
ARM_Ring_D_Silver_A	Amethyst Ring	The silver band's cool undertones highlight this ring's vivid purple gemstone.	Кольцо с аметистом	Холодные полутона серебра красиво оттеняются ярким сиреневым камнем.	Item_LOOT_GEN_Ring_D_Silver_A
ARM_Ring_E	Copper Ring	Inlaid with semi precious stones, this ring looks expensive - at first glance.	Медное кольцо	Это кольцо украшено полудрагоценными камнями и на первый взгляд кажется очень дорогим.	Item_LOOT_GEN_Ring_E
ARM_Ring_E_Gold_A	Gold Ring	Multiple amethysts fresh off the boat from Chult line this ring's band.	Золотое кольцо	Это кольцо украшено несколькими аметистами – такие купцы привозят из Чульта.	Item_LOOT_GEN_Ring_E_Gold_A
ARM_Ring_E_Silver_A	Polished Ring	Each purple gemstone set in this thin silver band has been polished until it gleams.	Отполированное кольцо	Пурпурные камни, вставленные в серебряную оправу, отполированы до блеска.	Item_LOOT_GEN_Ring_E_Silver_A
ARM_Ring_F	Bronze Ring	A cheap ring, decorated only with a sizeable green agate.	Бронзовое кольцо	Дешевое кольцо, украшенное крупным зеленым агатом.	Item_LOOT_GEN_Ring_F
ARM_Ring_F_Gold_A	Tourmaline Ring	The warm tones of the gold band pair beautifully with this mint-green tourmaline. 	Кольцо с турмалином	Теплый блеск золота прекрасно сочетается с мятно-зеленым турмалином.	Item_LOOT_GEN_Ring_F_Gold_A
ARM_Ring_F_Silver_A	Tourmaline Ring	A slim-fitting silver band, decorated with a mint green gemstone.	Кольцо с турмалином	Тонкое серебряное кольцо, украшенное камнем цвета мяты.	Item_LOOT_GEN_Ring_F_Silver_A
ARM_Ring_G	Copper Band	This chunky copper ring is embedded with dark green stones.	Медное колечко	Массивное медное кольцо с темно-зелеными камнями.	Item_LOOT_GEN_Ring_G
ARM_Ring_G_Gold_A	Gold Band	A weighted gold ring embellished with emeralds of varying sizes. Simple, but elegant. 	Золотое колечко	Увесистое золотое кольцо, украшенное изумрудами разного размера. Просто и элегантно.	Item_LOOT_GEN_Ring_G_Gold_A
ARM_Ring_G_Silver_A	Silver Band	Calishite emeralds are embedded in this heavy silver ring.	Серебряное колечко	В тяжелое серебряное кольцо вставлены калишитские изумруды.	Item_LOOT_GEN_Ring_G_Silver_A
ARM_Ring_H	Garnet Ring	The garnet at the centrepiece of this ring is like an unblinking, malevolent eye.	Кольцо с гранатом	Самое ценное в этом кольце — гранат, похожий на злобный, немигающий глаз.	Item_LOOT_GEN_Ring_H
ARM_Ring_H_Gold_A	Garnet Ring	When the light catches, this ring shines like a smouldering flame.	Кольцо с гранатом	Когда на кольцо падает свет, оно сияет, словно угли в костре.	Item_LOOT_GEN_Ring_H_Gold_A
ARM_Ring_H_Silver_A	Ruby Ring	A ruby like a drop of blood sits at the centre of this ring.	Кольцо с рубином	Это кольцо украшено алым рубином, похожим на большую каплю крови.	Item_LOOT_GEN_Ring_H_Silver_A
ARM_Ring_I	Dark Ring	With a sharpened gemstone at its centre, this ring is capable of cutting the very flesh it decorates. 	Темное кольцо	Это кольцо с остро заточенным камнем в центре запросто способно повредить руку, на которой сидит.	Item_LOOT_GEN_Ring_I
ARM_Ring_I_Gold_A	Obsidian Ring	This ring's dark gemstone appears to steal the light from around it. 	Кольцо с обсидианом	Темный камень в этом кольце, кажется, втягивает в себя весь окружающий свет.	Item_LOOT_GEN_Ring_I_Gold_A
ARM_Ring_I_Silver_A	Onyx Ring	This silver band is inlaid with onyx and tempered to a sharpened point. Beautiful, but dangerous.	Кольцо с ониксом	Серебряное кольцо украшено ониксом, его край остро наточен. Красиво, но опасно.	Item_LOOT_GEN_Ring_I_Silver_A
