EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
CRA_ENTHRALLED	StatusData	Enthralled	No longer in control of itself.	Порабощение	Больше не контролирует себя.
CRA_UNCONSCIOUS_SHADOWHEART	StatusData	Unconscious	Can't move or take actions, bonus actions, or reactions. &lt;br&gt;&lt;br&gt;Will regain consciousness after a &lt;LSTag Tooltip="LongRest"&gt;Long Rest&lt;/LSTag&gt;.	Без сознания	Существо не может перемещаться, а также предпринимать обычные, бонусные или ответные действия. &lt;br&gt;&lt;br&gt;Приходит в сознание после &lt;LSTag Tooltip="LongRest"&gt;долгого отдыха&lt;/LSTag&gt;.
CREATURE_SPORE_SERVANT	StatusData	Spore Servant	The animating spores of a myconid sovereign have taken over this dead creature's body, moving it according to the sovereign's will.	Споровый слуга	Тело этого мертвого существа заселили оживляющие споры владыки миконидов. Теперь оно может двигаться, подвластное его воле.
CRIME_DISTRACTED	StatusData	%%% EMPTY			
CRIME_DISTRACTION	StatusData	%%% EMPTY			
CRIPPLED	StatusData	Maimed	&lt;LSTag Tooltip="MovementSpeed"&gt;Movement speed&lt;/LSTag&gt; reduced to 0, and has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;Removed by healing.	Покалечено	&lt;LSTag Tooltip="MovementSpeed"&gt;Скорость перемещения&lt;/LSTag&gt; снижается до 0, имеется &lt;LSTag Tooltip="Disadvantage"&gt;помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; ловкости.&lt;br&gt;&lt;br&gt;Снимается исцелением.
CROUCH	StatusData	Crouching	Enemies have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on ranged attacks against a crouching creatures. They have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on melee attacks against it.	Пригнувшись	При дистанционных атаках по пригнувшимся существам враги получают &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt;, а при атаках ближнего боя – &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
CROWN_OF_MADNESS	StatusData	Crown of Madness	Instilled with magical madness. Will attack the nearest creature, other than the spellcaster.	Корона безумия	Существо поддалось внушению магического безумия. Атакует ближайшее существо, но не самого заклинателя.
CURSE_ABILITY_CHARISMA	StatusData	Cursed: Charisma	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Charisma.	Проклятие: харизма	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; харизмы.
CURSE_ABILITY_CONSTITUTION	StatusData	Cursed: Constitution	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Constitution.	Проклятие: выносливость	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; выносливости.
CURSE_ABILITY_DEXTERITY	StatusData	Cursed: Dexterity	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Dexterity.	Проклятие: ловкость	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; ловкости.
CURSE_ABILITY_INTELLIGENCE	StatusData	Cursed: Intelligence	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Intelligence.	Проклятие: интеллект	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; интеллекта.
CURSE_ABILITY_STRENGTH	StatusData	Cursed: Strength	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Strength.	Проклятие: сила	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; силы.
CURSE_ABILITY_WISDOM	StatusData	Cursed: Wisdom	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Wisdom.	Проклятие: мудрость	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости.
CURSE_ATTACK	StatusData	Cursed: Attack Disadvantage	Has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against the source of the curse.	Проклятие: помеха при атаке	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; против источника проклятия.
CURSE_EXTRA_DAMAGE	StatusData	Cursed: Additional Damage	Receives an additional [1] from the spellcaster's attacks or spells.	Проклятие: дополнительный урон	Получает дополнительно [1] от всех атак и заклинаний колдующего.
CURSE_SKIPPED_TURN	StatusData	Cursed: Filled with Dread	Gave in to the dread bestowed upon it by its curse, and can't move or take actions, bonus actions, or reactions.	Проклятие: ужас	Существо поддалось насланному на него проклятьем ужасу и не может двигаться, совершать обычные или бонусные действия, или реагировать.
CURSE_SKIP_TURN	StatusData	Cursed: Dread	Each turn, the affected entity has to succeed a Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or skip its turn.	Проклятие: ужас	Каждый ход существо вынуждено проходить &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; мудрости или пропускать свой ход.
CUTTING_WORDS	StatusData	Cutting Words	Confidence has been badly shaken. &lt;br&gt;&lt;br&gt;Has a 1d6 penalty to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt;, and damage dealt.	Острые слова	Уверенность существа серьезно подорвана. &lt;br&gt;&lt;br&gt;Оно получает штраф 1d6 к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;проверкам&lt;/LSTag&gt; и наносимому им урону.
DAMAGE_DEALT_ACID	StatusData	%%% EMPTY			
DANCING_LIGHTS	StatusData	Dancing Lights	Illuminates [1] radius.	Пляшущие огоньки	Освещает местность в радиусе [1].
DARKVISION	StatusData	Darkvision	Can see in the dark out to a range of [1].	Ночное зрение	Существо может видеть в темноте в радиусе до [1].
DARK_ONES_BLESSING	StatusData	Dark One's Blessing	Gained &lt;LSTag Tooltip="TemporaryHitPoints"&gt;temporary hit points&lt;/LSTag&gt; equal to its Charisma &lt;LSTag Tooltip="AbilityModifier"&gt;Modifier&lt;/LSTag&gt; and Warlock level combined.	Благословение Темного	Существо получило &lt;LSTag Tooltip="TemporaryHitPoints"&gt;временные ОЗ&lt;/LSTag&gt;, равные сумме его &lt;LSTag Tooltip="AbilityModifier"&gt;модификатора&lt;/LSTag&gt; харизмы и уровня колдуна.
DASH	StatusData	Dash	&lt;LSTag Tooltip="MovementSpeed"&gt;Movement speed&lt;/LSTag&gt; is doubled.	Рывок	&lt;LSTag Tooltip="MovementSpeed"&gt;Скорость перемещения&lt;/LSTag&gt; удваивается.
DAYLIGHT	StatusData	Daylight	Shining with the light of the sun. Dispels darkness in a [1] radius.	Дневной свет	Испускает солнечный свет. Рассеивает тьму в радиусе [1].
DAYLIGHT_SUNLIGHT_AURA_TECHNICAL	StatusData	%%% EMPTY			
DAZED	StatusData	Dazed	Has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;, can't take reactions, and loses the Dexterity bonus to their &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;Removed if an ally Helps this creature.	Дезориентация	Получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости, не может выполнять ответные действия и теряет бонус к ловкости к &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;Снимается помощью от союзника.
DEACTIVATED	StatusData	Deactivated	Character is deactivated.	Деактивация	Персонаж деактивирован.
DEAD_WILL_O_WISP	StatusData	Soul Echo	While this companion's body is gone, their soul lingers on and can be used to resurrect them.	Эхо души	Тело спутника исчезло, однако душа остается где-то рядом и ее можно призвать для воскрешения.
DEBRIS_THRESHOLD	StatusData	Medium Toughness	This material is unusually strong. Only a hit that deals at least [1] damage can damage it.	Средняя прочность	Этот материал необычайно крепок. Повредить его может только удар, наносящий по меньшей мере [1] урона.
DEBRIS_THRESHOLD_GREATER	StatusData	Greater Toughness	This material is extremely strong. Only a hit that deals at least [1] damage can damage it.	Повышенная прочность	Этот материал исключительно крепок. Повредить его может только удар, наносящий по меньшей мере [1] урона.
DEBRIS_THRESHOLD_LESSER	StatusData	Sturdy	This material is rather strong. Only a hit that deals at least [1] damage can damage it.	Прочность	Этот материал весьма крепок. Повредить его может только удар, наносящий по меньшей мере [1] урона.
DEBUG_BLOOD	StatusData	%%% EMPTY		DEBUG_BLOOD	
DEBUG_DIRT	StatusData	%%% EMPTY		DEBUG_DIRT	
DEBUG_INITIATIVEBOOST	StatusData	%%% EMPTY		ПУСТО	
DEBUG_LEVELUP_FIGHTER	StatusData	%%% EMPTY		ПУСТО	
DEBUG_LEVELUP_RANGER	StatusData	%%% EMPTY		ПУСТО	
DEBUG_LEVELUP_WARLOCK	StatusData	%%% EMPTY		ПУСТО	
DEBUG_LEVELUP_WIZARD	StatusData	%%% EMPTY		ПУСТО	
DEBUG_MAX_CHARISMA	StatusData	%%%|DEBUG_MAX_CHARISMA|			
DEBUG_MAX_CONSTITUTION	StatusData	%%%|DEBUG_MAX_CONSTITUTION|			
DEBUG_MAX_DEXTERITY	StatusData	%%%|DEBUG_MAX_DEXTERITY|			
DEBUG_MAX_HP	StatusData	%%%|DEBUG_MAX_HEALTH|			
DEBUG_MAX_INTELLIGENCE	StatusData	%%%|DEBUG_MAX_INTELLIGENCE|			
DEBUG_MAX_STRENGTH	StatusData	%%%|DEBUG_MAX_STRENGTH|			
DEBUG_MAX_WISDOM	StatusData	%%%|DEBUG_MAX_WISDOM|			
DEBUG_MIN_STRENGTH	StatusData	%%%|DEBUG_MIN_STRENGTH|			
DEBUG_REDUCEBLOOD	StatusData	%%% EMPTY		DEBUG_REDUCEBLOOD	
DEBUG_REDUCEDIRT	StatusData	%%% EMPTY		DEBUG_REDUCEDIRT	
DEBUG_REDUCESWEAT	StatusData	%%% EMPTY		DEBUG_REDUCESWEAT	
DEBUG_SWEAT	StatusData	%%% EMPTY		DEBUG_SWEAT	
DEBUG_VFX_POSTPROCESS	StatusData	%%% EMPTY			
DEFENSIVE_DUELIST	StatusData	Defensive Duellist	When attacked with a melee attack, the creature uses a reaction to increase its &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by [1], possibly causing the attack to miss.	Обороняющийся дуэлянт	Когда существо атакуют в ближнем бою, оно совершает ответное действие, чтобы увеличить свой &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; на [1], из-за чего атакующий может промахнуться.
DEFENSIVE_DUELIST_TOGGLE	StatusData	Defensive Duellist		Обороняющийся дуэлянт	
DEN_ALFIRA_PROFICIENCY	StatusData	An Unlikely Tutor	You have &lt;LSTag Tooltip="Proficiency"&gt;Proficiency&lt;/LSTag&gt; with an instrument thanks to Alfira's tutelage. 	Неожиданная наставница	Благодаря наставничеству Альфиры у вас есть &lt;LSTag Tooltip="Proficiency"&gt;умение&lt;/LSTag&gt; обращаться с инструментом. 
DEN_APPRENTICE_ANTIDOTE	StatusData	Curative Antidote	A powerful antidote courses through your veins. You have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; against being Poisoned.	Лечебное противоядие	Мощное противоядие растекается по вашим жилам. У вас есть &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; против отравления.
